ID,localidad,TPC,Tpriv,Tinf,Bic,Cami,Trans,cocat,modes
ID15390240180109,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390240270111,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390240360112,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390250061338,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15390250151339,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390250181337,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390250211336,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390250631344,Ciudad Bolívar,,,,,,Transmicable,Transmicable,TransMicable
ID15390260031334,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15390260091331,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15390260211332,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390260331333,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15390260451335,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390360151326,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390360181323,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390360361327,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15390360601330,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390500031353,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390500211347,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390500361346,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390500541348,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15390500601356,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390510060128,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15390510120129,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15390510270130,Ciudad Bolívar,,,Informal transport,,,,Informal transport,Informal transport
ID15390510300131,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15390510420132,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390600060151,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390600090153,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390600210155,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390600510156,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390650031381,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15390650121385,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390650241382,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390650271383,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID15390730121342,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390730181340,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15390730421341,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390730691343,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390740091360,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15390740151358,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390740331357,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15390740631361,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15390780332077,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390780452079,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15390780662068,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390780752076,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15390800062086,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15390800182088,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15390800542087,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400110030157,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400110060158,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15400110120161,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400110360159,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400130122365,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400130152366,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400130392368,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400130452369,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400160122357,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400160332355,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400160422359,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400160452363,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400160482364,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400250092352,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15400670032375,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400670242362,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15400670392376,Ciudad Bolívar,,Private transport,,Bycicle,Walk,,Private transport-Bycicle-Walk,888
ID15400670422377,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15400670542378,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15400710420164,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400710450165,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15400710480170,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15460210210125,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15460210270126,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15460210360127,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15460250090124,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15460350031354,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15460350061349,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15460350301351,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15460360241355,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15460360271352,Ciudad Bolívar,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID15460730092346,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15460980182338,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15460980272342,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490030122305,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490070031056,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID15490070121058,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490070241062,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490080031313,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490080061316,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490080091310,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490110181314,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490110331317,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490190152050,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490190212051,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490190242053,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490240090079,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490240300082,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490250091142,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490250151143,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490270030081,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490270060084,Ciudad Bolívar,,,,Bycicle,Walk,,Bycicle-Walk,Active Transport
ID15490310031140,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490310090223,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490330150087,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490330180088,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490330210089,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490330300090,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490360150091,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490360210092,Ciudad Bolívar,,,,,,,,888
ID15490360450095,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15490360510094,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490370332335,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490370482330,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15490370572326,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15490410030220,Ciudad Bolívar,,,,,,,,888
ID15490410060221,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15490410150222,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490420062313,Ciudad Bolívar,,,,Bycicle,Walk,,Bycicle-Walk,Active Transport
ID15490420092312,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15490420482328,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490420512329,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490430061320,Ciudad Bolívar,,,,,,,,888
ID15490430241321,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490430361322,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490430451324,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490430481328,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490650092062,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490650122057,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15490650182058,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490650722061,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490650902089,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15490660060093,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID15490660120097,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490660180098,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15490660240099,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15490660300103,Ciudad Bolívar,,,,,Walk,Transmicable,Walk-Transmicable,888
ID15490850211060,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15490860150224,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15490870092302,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15490870122306,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15490870272309,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15490870302310,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15520030032175,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520030092174,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520030442177,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520040032486,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520040062492,Ciudad Bolívar,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID15520040092487,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520040242488,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520040302493,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520050121081,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520050181084,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520050241083,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520050271085,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520060031086,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520060151089,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520060211090,Ciudad Bolívar,,,,Bycicle,Walk,,Bycicle-Walk,Active Transport
ID15520060331088,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15520220032496,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520220061092,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520220241095,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520450031485,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15520450092469,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520450151481,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520450271480,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520450391482,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520530060189,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520530121098,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520530150187,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520530240188,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520550241061,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520590062052,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520590090186,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520590242048,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520590392056,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520590602049,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520610152316,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520610272321,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520610302317,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520610332318,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520620032314,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520620062319,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520620182315,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520620512322,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520680022163,Ciudad Bolívar,,,,,Walk,Transmicable,Walk-Transmicable,888
ID15520680032156,Ciudad Bolívar,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID15520680332152,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520680422166,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15520720512155,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520720812184,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520720872171,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520721082164,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15520721412170,Ciudad Bolívar,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID15520730092161,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520730272169,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520730362162,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15520730422168,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520730752165,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520810032495,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520810181091,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15520810331093,Ciudad Bolívar,,,,,Walk,Transmicable,Walk-Transmicable,888
ID15520810392497,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520810572498,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520840122181,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520840212167,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520840422185,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520840482160,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520850062178,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520850362179,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15520850452176,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520850932180,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520860032491,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520860062485,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520860122489,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520860152490,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520860422494,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520930182468,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520930212477,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15520930241492,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15520930452472,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520930632478,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520940032476,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520940092471,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15520940122467,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520940752473,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520950061483,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520950182470,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15520950332475,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520950451490,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15520950511491,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15520960151484,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520960181486,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15520960331487,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15520960391488,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15520960481489,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530020091410,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530020121413,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530020151415,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530020181412,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530020211411,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530030092394,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15530030362396,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530030452397,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530030692395,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15530030782398,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530050060173,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530050150175,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15530060302393,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530060362390,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15530060392389,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530060422391,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530080061406,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530080181407,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530080211409,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530080271408,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15530080361414,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530130091396,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530130121397,Ciudad Bolívar,,,,,Walk,Transmicable,Walk-Transmicable,888
ID15530130151398,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530140302094,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15530140362102,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530140482092,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530140812091,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530140932106,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15530150272386,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530150482388,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530150722387,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15530150752385,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15530160060168,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15530160090172,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530170031401,Ciudad Bolívar,,,,Bycicle,Walk,,Bycicle-Walk,Active Transport
ID15530170301405,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530170451403,Ciudad Bolívar,,,Informal transport,,Walk,Transmicable,Informal transport-Walk-Transmicable,888
ID15530200300166,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID15530250032400,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15530250061418,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530250121416,Ciudad Bolívar,,Private transport,Informal transport,,Walk,Transmicable,Private transport-Informal transport-Walk-Transmicable,TransMicable
ID15530250301417,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530270152380,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15530270302379,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530270392382,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15530270422384,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15530390151420,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530390181421,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15530550061391,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530550151392,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15530550181393,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15530550211394,Ciudad Bolívar,Public transport,Private transport,,,,Transmicable,Public transport-Private transport-Transmicable,TransMicable
ID15530590031101,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530600031100,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15530600120190,Ciudad Bolívar,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID15530660062093,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530660242097,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530660482104,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530660752105,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530670242100,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530670362103,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15530670392098,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15530670482096,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15530780031387,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530780061386,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530780181388,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530780241389,Ciudad Bolívar,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID15530780361390,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15530790212371,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15530790272374,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15530790512370,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15530790572372,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15530790602373,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15570060032438,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15570060241454,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15570930302443,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15570950212436,Ciudad Bolívar,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID15570950482441,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
