"","ID","localidad","TPC","Tpriv","Tinf","Bic","Cami","Trans","cocat","modes"
"1105","ID15520840122181","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1106","ID15520840212167","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1107","ID15520840422185","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1108","ID15520850062178","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1109","ID15520850362179","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1110","ID15520850452176","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1111","ID15520850932180","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1112","ID15520860032491","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1113","ID15520860062485","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1114","ID15520860122489","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1115","ID15520860152490","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1116","ID15520860422494","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1117","ID15520930182468","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1118","ID15520930212477","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1119","ID15520930632478","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1120","ID15520940032476","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1121","ID15520940092471","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1122","ID15520940122467","Ciudad Bolívar","","","","","Walk","Transmicable","Walk-Transmicable","TransMicable"
"1123","ID15520940752473","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1124","ID15520950061483","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1125","ID15520950182470","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1126","ID15520950451490","Ciudad Bolívar","","","","","","","","888"
"1127","ID15520950511491","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1128","ID15520960151484","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1129","ID15520960181486","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1130","ID15520960331487","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1131","ID15520960481489","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1132","ID15530020091410","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1133","ID15530020121413","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1134","ID15530020181412","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1135","ID15530020211411","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1136","ID15530030092394","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1137","ID15530030362396","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1138","ID15530030452397","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1139","ID15530030692395","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1140","ID15530030782398","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1141","ID15530050060173","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1142","ID15530050150175","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1143","ID15530060302393","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1144","ID15530060362390","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1145","ID15530060392389","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1146","ID15530060422391","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1147","ID15530080061406","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1148","ID15530080181407","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1149","ID15530080211409","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1150","ID15530080271408","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1151","ID15530080361414","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1152","ID15530130091396","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1153","ID15530130121397","Ciudad Bolívar","","","Informal transport","Bycicle","","","Informal transport-Bycicle","Informal transport"
"1154","ID15530130151398","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1155","ID15530140362102","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1156","ID15530140482092","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"1157","ID15530140812091","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1158","ID15530140932106","Ciudad Bolívar","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"1159","ID15530150272386","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1160","ID15530150482388","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1161","ID15530150722387","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1162","ID15530160060168","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1163","ID15530160090172","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1164","ID15530170031401","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1165","ID15530170301405","Ciudad Bolívar","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"1166","ID15530170451403","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1167","ID15530200300166","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1168","ID15530250032400","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1169","ID15530250061418","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1170","ID15530250121416","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1171","ID15530250301417","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1172","ID15530270302379","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1173","ID15530270392382","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1174","ID15530270422384","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1175","ID15530390151420","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1176","ID15530390181421","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1177","ID15530550151392","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"1178","ID15530550181393","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1179","ID15530550211394","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1180","ID15530600120190","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1181","ID15530660062093","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1182","ID15530660242097","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1183","ID15530660482104","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1184","ID15530660752105","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1185","ID15530670242100","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1186","ID15530670362103","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1187","ID15530670392098","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1188","ID15530670482096","Ciudad Bolívar","","","","","","","","888"
"1189","ID15530780061386","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1190","ID15530780181388","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1191","ID15530780241389","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1192","ID15530780361390","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1193","ID15530790272374","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1194","ID15530790572372","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1195","ID15530790602373","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1196","ID15570060032438","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1197","ID15570060241454","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1198","ID15570930302443","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1199","ID15570960151457","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1200","ID15580200032082","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1201","ID15580200091369","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1202","ID15580200150142","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1203","ID15580200242083","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1204","ID15580200270143","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1205","ID15580380031370","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1206","ID15580380060139","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1207","ID15580380271367","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1208","ID15580450032059","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1209","ID15580450362069","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1210","ID15580450512073","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1211","ID15580490062074","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1212","ID15580490182060","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1213","ID15580500120107","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1214","ID15580500150104","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1215","ID15580500330106","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1216","ID15590030241285","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1217","ID15590030271288","Ciudad Bolívar","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"1218","ID15590040031284","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1219","ID15590040121283","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1220","ID15590040181286","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1221","ID15590050270048","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1222","ID15590070150043","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1223","ID15590070180049","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1224","ID15590080060047","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1225","ID15590080120046","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1226","ID15590080150056","Ciudad Bolívar","","","","","","","","888"
"1227","ID15590080240057","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1228","ID15600420271373","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1229","ID15600420361372","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1230","ID15600500421359","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1231","ID15600500481365","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1232","ID15600500691364","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1233","ID15600500841362","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1234","ID15600520150141","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1235","ID15600520180144","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1236","ID15600520300145","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1237","ID15600520420146","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1238","ID15600540090133","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1239","ID15600540240134","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1240","ID15600540390135","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1241","ID15600540450136","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1242","ID15600540570137","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1243","ID15600550092354","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1244","ID15600550182356","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1245","ID15600550362360","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1246","ID15600610091159","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1247","ID15600610332349","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1248","ID15600620482348","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1249","ID15600630121162","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1250","ID15600630181161","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1251","ID15600640242081","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1252","ID15600640452080","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1253","ID15600920090147","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1254","ID15600920210152","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1255","ID15600920420148","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1256","ID15600920450149","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1257","ID15600930031376","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1258","ID15600930391379","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1259","ID15600930451380","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1260","ID15650060032018","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1261","ID15650060071251","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1262","ID15650230020001","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1263","ID15650230030012","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1264","ID15650230050078","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1265","ID15650250022007","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1266","ID15650250042016","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"1267","ID15650250051017","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1268","ID15650250071016","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1269","ID15650260032290","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1270","ID15650260272293","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1271","ID15650260512301","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1272","ID15650280031308","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1273","ID15650280091307","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1274","ID15650280241299","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1275","ID15650310010014","Ciudad Bolívar","","","","","","","","888"
"1276","ID15650310030019","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1277","ID15650310032008","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1278","ID15650310091001","Ciudad Bolívar","","","","","","","","888"
"1279","ID15650330010011","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1280","ID15650330010021","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1281","ID15650330082010","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1282","ID15650340020009","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1283","ID15650340050002","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1284","ID15650340092002","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1285","ID15650360011254","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1286","ID15650360011255","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1287","ID15650360071257","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1288","ID15650360091253","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1289","ID15650360091263","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1290","ID15650370022001","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1291","ID15650370042027","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1292","ID15650370092004","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1293","ID15650380041022","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1294","ID15650380091012","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1295","ID15650410011053","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1296","ID15650410031010","Ciudad Bolívar","","Private transport","","","","Transmicable","Private transport-Transmicable","TransMicable"
"1297","ID15650520052251","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1298","ID15650520052255","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1299","ID15650520082252","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1300","ID15650520092254","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1301","ID15650520092259","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1302","ID15650530010004","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"1303","ID15650530020007","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1304","ID15650530080010","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1305","ID15650540071006","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1306","ID15650540081007","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1307","ID15650580051260","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1308","ID15650580051267","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1309","ID15650580091272","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1310","ID15650730012021","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1311","ID15650730042003","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1312","ID15650730072022","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1313","ID15650760030034","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1314","ID15650760060008","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1315","ID15650770012265","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1316","ID15650780042261","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1317","ID15650780072267","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1318","ID15650780082257","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1319","ID15650800052009","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1320","ID15650800082013","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1321","ID15650800092011","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1322","ID15650800092028","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1323","ID15650810011258","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1324","ID15650810021271","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1325","ID15650810061262","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1326","ID15650810071261","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1327","ID15650820071008","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1328","ID15650820081020","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1329","ID15700070032284","Ciudad Bolívar","","","","","","","","888"
"1330","ID15700300181048","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1331","ID15700300211055","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1332","ID15700330091025","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1333","ID15700380040022","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1334","ID15700380060024","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1335","ID15700410150045","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1336","ID15700410270051","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1337","ID15700620032014","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1338","ID15700620062019","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1339","ID15700620062038","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1340","ID15700660030025","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1341","ID15700660040013","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1342","ID15700660050015","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1343","ID15700670060053","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1344","ID15700670150054","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"1345","ID15700670210059","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1346","ID15700700021023","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1347","ID15700700031015","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1348","ID15700700041045","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1349","ID15700700051014","Ciudad Bolívar","","","","","","","","888"
"1350","ID15700730032288","Ciudad Bolívar","","","","","","","","888"
"1351","ID15700730032289","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1352","ID15700730182291","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1353","ID15700730272292","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1354","ID15700740051266","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1355","ID15700740071269","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1356","ID15700740091264","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1357","ID15700750032279","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1358","ID15700750042266","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1359","ID15700750092269","Ciudad Bolívar","","","","","","","","888"
"1360","ID15700830022264","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1361","ID15700830082270","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1362","ID15700840021026","Ciudad Bolívar","","","","","Walk","Transmicable","Walk-Transmicable","TransMicable"
"1363","ID15800010052280","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1364","ID15800010062271","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1365","ID15800010062272","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1366","ID15800010062281","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1367","ID15800010062285","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1368","ID15800020021033","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1369","ID15800020031039","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1370","ID15800020091040","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1371","ID15800080030036","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1372","ID15800080040039","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1373","ID15800090021277","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1374","ID15800090031280","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1375","ID15800090051276","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1376","ID15800150121301","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1377","ID15800150271302","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1378","ID15800150331304","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1379","ID15800150361305","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1380","ID15800160062029","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1381","ID15800160092031","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1382","ID15800160122032","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"1383","ID15800160152033","Ciudad Bolívar","Public transport","Private transport","","","","","Public transport-Private transport","Public-Private"
"1384","ID15800190032034","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1385","ID15800190092036","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1386","ID15800190302037","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1387","ID15800200032047","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1388","ID15800200092044","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1389","ID15800200092107","Ciudad Bolívar","Public transport","","Informal transport","","","Transmicable","Public transport-Informal transport-Transmicable","TransMicable"
"1390","ID15800200242046","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1391","ID15800280082287","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1392","ID15800280212297","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1393","ID15800280242300","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
